Month,Province,Code_Site,Site_Name,District,OverallScore,Number_ofCell,Total_Sub,Total_Volume_Mb, Total_Revenue ,Rev_Priority,Revenue_Loss,LTC_Sub,LTC_Volume_Mb,LTC_Revenue,TPlus_Sub,TPlus_Volume_Mb,TPlus_Revenue,Total_Down_hour,Total_CountDown,Day_Down_hour,Day_CountDown,Night_Down_hour,Night_CountDown,AC_Power_hour,AC_Power_CountDown,OPTIC_hour,OPTIC_CountDown,EQUIPMENT_hour,EQUIPMENT_CountDown,RECTIFIER_hour,RECTIFIER_CountDown,Other_hour,Other_CountDown,MC_to_BTS,Distance_KM,Access_Time_Minute,LodAC,LodDC,Capacity_Battery_V,Cpcity_Bttery_Ah,Capacity_Solar_V,Cpcity_Solr_Ah,Capacity_Gen_KVA,Backup_time_Minute,Battery,Lat,Long
2022-09-30,UDX,UDX0102,UDX0102_TAO,Namo,5,12,987,9427775.94,14589824.16,Priority3,8520863,758,7670815,12735910,229,1756961,1853914,350.4,1,0,0,350.4,1,0,0,350.4,1,0,0,0,0,0,0,LTC to Site,90,480,3,10,48,200,0,0,0,480,Battery,20.690296,101.543274
2022-12-31,XKG,XKG0051,XKG0051_PANONE,Karum,6,13,959,7202442.57," 14,585,891 ",Priority3,1307633,848,6155337,13279793,111,1047106,1306098,51.2,9,33.6,6,17.6,3,3.8,6,47.5,4,0,0,0,0,0,0,LTC to Site,143,330,32,28,48,200,0,0,0,60,Battery,15.801673,107.140766
2023-04-30,SVN,SVN0264,SVN0264_THARDNANGLAO,Vilabouri,5,12,2824,10280563.01,14584422.64,Priority3,775810,1352,4059506,7979274,1472,6221057,6605149,31.9,10,16.1,7,15.8,2,31.5,9,0.4,1,0,0,0,0,0,0,MC_XEPONE To site,85,130,22.4,56,0,150,0,0,5.5,0,Generator,17.083925,105.748833
2022-09-30,CHP,CHP0215,CHP0215_HOUAYGNANG,Xanasomboun,5,14,3445,9683298.673,14547694.82,Priority3,1596205,1960,2732651,7255081,1485,6950648,7292614,56.4,5,0.5,1,55.9,4,2.3,2,54.1,3,0,0,0,0,0,0,LTC to Site,35,60,17.6,52,48,200,0,0,0,60,Battery,15.2307,105.669
2023-03-31,CHP,CHP0215,CHP0215_HOUAYGNANG,Xanasomboun,5,6,4571,9280177.525,14532290.19,Priority3,9766,2763,3378259,8100515,1808,5901918,6431775,0.8,1,0.8,1,0,0,0.8,1,0,0,0,0,0,0,0,0,LTC to Site,35,60,17.6,52,48,200,0,0,0,60,Battery,15.2307,105.669
2023-02-28,VTP,VTP0102,VTP0102_KIEWKUOANG,Vangvieng,5,14,2099,6447648.187,14519649.68,Priority3,138282,1307,3833711,11186202,792,2613937,3333447,4.6,1,4.6,1,0,0,4.6,1,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,45,90,15,46,48,200,0,0,0,240,Battery,19.1202,102.4609
2022-04-30,VTP,VTP0247,VTP0247_NONGSAN,Kasi,6,8,823,9500877.582," 14,502,760 ",Priority3,1202521,449,2975192,7670687,374,6525686,6832072,74.6,7,7.3,2,67.4,5,9,1,65.6,6,0,0,0,0,0,0,MC VANGVIENG To SITE,98,240,15,50,48,200,0,0,0,60,Battery,19.1392,102.0066
2022-07-31,SVN,SVN0217,SVN0217_M_NONG,Nong,5,12,1163,9494774.386,14498166.49,Priority3,557322,758,3476768,8226400,405,6018006,6271767,23.8,12,17.5,8,6.3,4,17.8,11,0,0,0,0,0,0,6,2,MC_XEPONE To site,78,100,22.4,56,48,100,0,0,25 ,60,Battery_Gen,16.3749,106.497
2023-03-31,XKH,XKH0110,XKH0110_NAMNGEUAM4A,Phoukout,5,18,902,6404914.551,14484562.12,Priority3,91502,606,5019149,12503413,296,1385766,1981149,2.6,2,2.6,2,0,0,2.6,2,0,0,0,0,0,0,0,0,LTC to Site,45,90,12,51.6,48,200,0,0,0,360,Battery,19.449617,103.005801
2022-06-30,VTP,VTP0102,VTP0102_KIEWKUOANG,Vangvieng,5,14,1935,6498191.987,14476529.5,Priority3,739912,1261,3550703,11194081,674,2947489,3282448,26.3,4,1.1,2,25.1,2,26.3,4,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,45,90,15,46,48,200,0,0,0,240,Battery,19.1202,102.4609
2022-10-31,KHM,KHM0155,KHM0155_LAOLUANG,Hinboun,5,15,1171,10645305.92,14464510.13,Priority3,439379,19016,2340099,6098594,6737,1663099,1913067,15.1,4,11.4,3,3.7,1,15.1,4,0,0,0,0,0,0,0,0,LTC to Site,65,80,6,18,48,100,0,0,0,0,Battery no backup,17.7644,104.511
2022-09-30,XSB,XSB0036,XSB0036_NAMXAN,Longcheng,5,17,3222,8265947.638,14440457.9,Priority3,732051,1871,3799089,9506678,1351,4466859,4933780,21.5,3,3.5,2,17.9,1,21.5,3,0,0,0,0,0,0,0,0,LTC to Site,54,915,0,32,0,0,0,0,0,40,Battery,18.982051,102.943124
2023-01-31,CHP,CHP0297,CHP0297_NONGKANG,Bachiangchareunsouk,5,15,4546,9590458.943,14428624.26,Priority3,1491346,2821,3486805,7984062,1725,6103654,6444562,51.3,4,8.7,2,42.6,2,1.6,2,49.7,2,0,0,0,0,0,0,LTC to Site,45,120,22.5,57,48,200,0,0,0,120,Battery,15.29891,105.88062
2023-04-30,VTP,VTP0102,VTP0102_KIEWKUOANG,Vangvieng,5,14,2311,6388799.267,14423566.23,Priority3,723182,1439,3829675,10973468,872,2559124,3450099,25.8,3,0,0,25.8,3,25.8,3,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,45,90,15,46,48,200,0,0,0,240,Battery,19.1202,102.4609
2022-12-31,CHP,CHP0146,CHP0146_LOPPADEE,Khong,6,17,6047,9443907.784," 14,422,294 ",Priority3,1083611,4014,4502808,9157629,2033,4941100,5264664,32.9,2,32.9,2,0,0,32.9,2,0,0,0,0,0,0,0,0,MC_KHONG To Site,30,90,17.6,52,48,200,0,0,0,60,Battery,14.031078,105.836197
2022-09-30,SVN,SVN0217,SVN0217_M_NONG,Nong,5,12,1106,9849081.23,14422127.92,Priority3,588904,743,3706142,8071296,363,6142939,6350832,24.5,11,19.9,8,4.6,3,24.5,11,0,0,0,0,0,0,0,0,MC_XEPONE To site,78,100,22.4,56,48,100,0,0,25 ,60,Battery_Gen,16.3749,106.497
2022-05-31,KHM,KHM0120,KHM0120_NONGBONE,Boualapha,5,22,4893,9667333.831,14402751.61,Priority3,2942498,2769,3384780,7877038,2124,6282553,6525714,69.1,7,5.8,3,63.3,4,39.7,5,29.2,1,0,0,0,0,0.2,1,LTC to Site,55,75,10,20,48,100,0,0,0,10,Battery,17.107064,105.886874
2023-03-31,CHP,CHP0297,CHP0297_NONGKANG,Bachiangchareunsouk,5,16,3729,9193040.83,14402146.31,Priority3,445228,2394,3034308,7193127,1335,6158732,7209019,14.4,3,10.9,2,3.4,1,10.9,2,3.4,1,0,0,0,0,0,0,LTC to Site,45,120,22.5,57,48,200,0,0,0,120,Battery,15.29891,105.88062
2023-02-28,CHP,CHP0209,CHP0209_NAKEO,Xanasomboun,5,13,4858,9552940.982,14389733.36,Priority3,53533,3015,2853534,7422548,1843,6699407,6967185,1.9,3,1.9,3,0,0,1.9,3,0,0,0,0,0,0,0,0,LTC to Site,25,60,13.7,47,48,100,0,0,0,120,Battery,15.271264,105.722754
2022-08-31,KHM,KHM0087,KHM0087_NONSILA,Thakhek,5,10,1255,9240984.39,14381042.64,Priority3,641735,599,4591529,9675181,656,4649455,4705861,33.2,8,21.7,6,11.5,2,30.5,7,2.7,1,0,0,0,0,0,0,LTC to Site,38,60,3,8,48,200,0,0,0,360,Battery,17.18764,104.86637
2022-07-31,KHM,KHM0113,KHM0113_BANSOM,Xebangfai,6,21,1210,7726387.545," 14,370,224 ",Priority3,1240011,1678,6706168,15154619,1299,11255774,11708208,30.6,7,17.9,5,12.7,2,29.4,6,0,0,1.2,1,0,0,0,0,LTC to Site,40,55,7,20,48,200,0,0,0,20,Battery,17.48999,105.60738
2022-11-30,XKH,XKH0110,XKH0110_NAMNGEUAM4A,Phoukout,5,18,1017,6400933.794,14369551.11,Priority3,87814,641,4746976,11977105,376,1653958,2392446,2.4,2,2.4,2,0,0,2.4,2,0,0,0,0,0,0,0,0,LTC to Site,45,90,12,51.6,48,200,0,0,0,360,Battery,19.449617,103.005801
2023-02-28,ATP,ATP0082,ATP0082_BORKHAMNAMSOUAN,Phouvong,5,9,447,7576509.274,14293935.98,Priority3,840194,367,6354227,12896352,80,1222283,1397584,43.9,11,20.7,6,23.2,5,43.3,11,0.6,1,0,0,0,0,0,0,LTC to Site,84,180,17,27,48,200,0,0,0,25,Battery,14.674324,107.33304
2022-09-30,UDX,UDX0135,UDX0135_PARKKOR,La,5,12,8008,7942054.899,14289818.39,Priority3,722430,5858,4029784,9787104,2150,3912271,4502715,30.3,10,13.3,7,17,3,18.8,6,9.2,3,0,0,0,0,2.3,1,LTC to Site,32,60,5,10,48,100,0,0,0,60,Battery,20.87337,102.14893
2022-10-31,CHP,CHP0255,CHP0255_HUAYNA,Champasak,5,14,1421,9400294,14282950.68,Priority3,167018,587,2627872,6601706,834,6772422,7681245,6.2,3,6.2,3,0,0,6.2,3,0,0,0,0,0,0,0,0,LTC to Site,70,180,14.7,44,48,200,0,0,0,60,Battery,14.87644,105.63364
2022-12-31,KHM,KHM0155,KHM0155_LAOLUANG,Hinboun,5,9,1352,10324326.27,14271818.53,Priority3,172643,23188,2370897,6268553,7580,1589632,2006929,10,6,7.4,4,2.6,2,9.7,5,0.3,1,0,0,0,0,0,0,LTC to Site,65,80,6,18,48,100,0,0,0,0,Battery no backup,17.7644,104.511
2022-11-30,PSL,PSL0042,PSL0042_MORJI_HUAYSAN,Boun-Tai,5,10,2199,8764448.25,14271395.72,Priority3,251732,1355,6250917,11123868,844,2513532,3147528,12.7,4,0.8,2,11.9,2,12.7,4,0,0,0,0,0,0,0,0,LTC to Site,19,60,4,18,48,200,0,0,0,60,Battery,21.30358,101.98354
2022-08-31,BLK,BLK0175,BLK0175_THONGKHANKHAM,Borikhan,5,8,2740,8260325.326,14269001.28,Priority3,671257,1374,1423187,7021846,1366,6837138,7247156,43.8,13,17.8,8,26,5,43.8,13,0,0,0,0,0,0,0,0,LTC to Site,50,90,7,30.1,48,200,0,0,0,240,Battery,18.523222,103.89046
2023-04-30,CHP,CHP0287,CHP0287_NONGNAGA,Mounlapamok,5,13,1821,10745822.73,14264766.65,Priority3,166422,1087,3950307,7037656,734,6795516,7227111,6.5,4,4.4,3,2.1,1,6.5,4,0,0,0,0,0,0,0,0,MC_KHONG To Site,50,90,17.6,52,48,200,0,0,0,0,Battery no backup,14.36791,105.51209
2022-04-30,KHM,KHM0079,KHM0079_MUANGSOUM,Thakhek,5,15,27811,5012559.832,14247586.46,Priority3,227566,,,,,,,7.7,4,7.6,3,0.1,1,7.6,3,0,0,0,0,0,0,0.1,1,LTC to Site,13,25,15,30,48,500,0,0,0,60,Battery,17.33174,104.81289
2022-08-31,UDX,UDX0135,UDX0135_PARKKOR,La,5,12,8111,8104402.344,14243053.6,Priority3,2572939,5868,3957220,9691194,2243,4147182,4551859,112,4,110.2,3,1.8,1,112,4,0,0,0,0,0,0,0,0,LTC to Site,32,60,5,10,48,100,0,0,0,60,Battery,20.87337,102.14893
2022-11-30,ATP,ATP0055,ATP0055_KM100,Sanamxai,5,14,1365,6890228.815,14219702.08,Priority3,406841,1156,5814814,12869837,209,1075414,1349865,14.7,3,5.5,1,9.2,2,0,0,14.7,3,0,0,0,0,0,0,LTC to Site,100,120,21,57,48,500,0,0,0,40,Battery,14.7399,107.482
2023-02-28,BLK,BLK0175,BLK0175_THONGKHANKHAM,Borikhan,5,8,3597,7850328.221,14219651.86,Priority3,262386,1764,1184291,6836803,1833,6666037,7382849,15.5,5,14.8,4,0.8,1,12.3,4,3.3,1,0,0,0,0,0,0,LTC to Site,50,90,7,30.1,48,200,0,0,0,240,Battery,18.523222,103.89046
2023-04-30,KHM,KHM0181,KHM0181_BANDANG,Mahaxai,6,9,4068,9230812.777," 14,215,587 ",Priority3,49360,2714,4571189,9172584,1354,4659624,5043003,2.8,1,2.8,1,0,0,2.8,1,0,0,0,0,0,0,0,0,MC Yommalath To Site,50,65,12,28,48,200,0,0,0,30,Battery,17.45001,105.2361
2022-04-30,KHM,KHM0084,KHM0084_BORKEUADONGTAI,Xaibouathong,6,5,4546,12243940.02," 14,196,421 ",Priority3,80841,4914,15995840,36850386,3886,13706789,16862353,8.2,4,5.2,3,3,1,8.2,4,0,0,0,0,0,0,0,0,LTC to Site,25,35,20,50,48,200,0,0,0,480,Battery,17.1436,105.47087
2022-11-30,ATP,ATP0082,ATP0082_BORKHAMNAMSOUAN,Phouvong,5,6,490,6552670.082,14179431.49,Priority3,53173,411,5479945,12688333,79,1072726,1491099,4.5,1,0,0,4.5,1,4.5,1,0,0,0,0,0,0,0,0,LTC to Site,84,180,17,27,48,200,0,0,0,25,Battery,14.674324,107.33304
2023-03-31,XSB,XSB0030,XSB0030_NAMTHOUY,Hom,6,12,905,9073404.693," 14,178,762 ",Priority3,1638943,436,1918173,6183900,469,7155232,7994862,71.7,9,58.8,7,12.9,2,47.2,6,24.5,3,0,0,0,0,0,0,LTC to Site,95,1342,0,32,0,0,0,0,5.5,60,Battery_Gen,18.54004,103.4602
2022-10-31,VTP,VTP0247,VTP0247_NONGSAN,Kasi,6,8,664,8687562.848," 14,168,349 ",Priority3,815061,373,2738587,7469437,291,5948976,6698912,53.6,6,25,3,28.6,3,8.1,3,45.5,3,0,0,0,0,0,0,MC VANGVIENG To SITE,98,240,15,50,48,200,0,0,0,60,Battery,19.1392,102.0066
2022-06-30,XSB,XSB0053,XSB0053_NAMXANB,Thathom,5,9,846,7345739.798,14168037.98,Priority3,76744,561,3115318,9640022,285,4230422,4528016,4.3,5,4.3,5,0,0,4.3,5,0,0,0,0,0,0,0,0,MC THATHOM To Site,8,1830,0,30,0,0,0,0,0,0,No Battery,19.08674,103.619702
2022-09-30,CHP,CHP0255,CHP0255_HUAYNA,Champasak,5,14,1203,10593170.55,14139596.79,Priority3,1952050,445,2376052,5492155,758,8217118,8647442,71,5,0.6,1,70.4,4,31.4,4,39.6,1,0,0,0,0,0,0,LTC to Site,70,180,14.7,44,48,200,0,0,0,60,Battery,14.87644,105.63364
2022-07-31,CHP,CHP0146,CHP0146_LOPPADEE,Khong,6,17,5195,9737946.126," 14,131,478 ",Priority3,4645913,3188,3459499,7648095,2007,6278447,6483383,143.9,6,9.6,4,134.3,2,10.3,5,0,0,133.6,1,0,0,0,0,MC_KHONG To Site,30,90,17.6,52,48,200,0,0,0,60,Battery,14.031078,105.836197
2023-04-30,PSL,PSL0039,PSL0039_CHAKHAMDENG,Boun-Tai,5,9,812,10728861.54,14127203.79,Priority3,912382,415,3578143,6218177,397,7150718,7909027,51.6,13,15.8,5,35.8,8,34.2,9,17.3,4,0,0,0,0,0,0,LTC to Site,43,180,3,19,48,200,0,0,0,0,Battery no backup,21.340445,101.783282
2022-07-31,CHP,CHP0291,CHP0291_THAPHO,Khong,5,13,10097,9316205.029,14095197.32,Priority3,98515,6751,2549920,7042227,3346,6766285,7052971,4,3,3,2,1,1,2.6,2,0,0,0,0,0,0,1.4,1,MC_KHONG To Site,50,60,17.6,52,48,200,0,0,0,120,Battery,14.37578,105.87297
2022-12-31,VTP,VTP0274,VTP0274_NAMFEUANG,Met,5,8,841,7092803.303,14077854.39,Priority3,531704,617,3544341,10243735,224,3548462,3834120,35.1,2,0.5,1,34.6,1,0.5,1,34.6,1,0,0,0,0,0,0,MC VANGVIENG To SITE,125,300,10,45,48,200,0,0,0,120,Battery,18.9205,101.8941
2022-11-30,XKG,XKG0051,XKG0051_PANONE,Karum,6,13,936,6922147.138," 14,027,316 ",Priority3,2671035,822,5639518,12536425,114,1282630,1490891,105.4,5,103.9,4,1.5,1,2.3,3,103.1,3,0,0,0,0,0,0,LTC to Site,143,330,32,28,48,200,0,0,0,60,Battery,15.801673,107.140766
2022-09-30,KHM,KHM0189,KHM0189_PHONMEUANG,Boualapha,5,7,1650,11239289.9,14017229.2,Priority3,547061,,,,,,,40.1,12,27.3,8,12.9,4,40.1,12,0,0,0,0,0,0,0,0,MC Xaybuathong To Site,52,75,12,26,48,200,0,0,0,0,Battery no backup,17.31477,105.61689
2022-08-31,VTP,VTP0247,VTP0247_NONGSAN,Kasi,6,8,630,8974990.95," 14,011,605 ",Priority3,860659,361,2628987,7175795,269,6346004,6835810,57,6,11.3,3,45.8,3,28.4,5,28.6,1,0,0,0,0,0,0,MC VANGVIENG To SITE,98,240,15,50,48,200,0,0,0,60,Battery,19.1392,102.0066
2022-09-30,XSB,XSB0053,XSB0053_NAMXANB,Thathom,5,9,651,7807765.976,14005310.67,Priority3,50575,429,3192957,9001798,222,4614809,5003512,2.9,2,2.9,2,0,0,2.9,2,0,0,0,0,0,0,0,0,MC THATHOM To Site,8,1830,0,30,0,0,0,0,0,0,No Battery,19.08674,103.619702
2023-02-28,CHP,CHP0346,CHP0346_NONGAEK,Pathoumphon,5,12,1167,6553093.92,13991714.28,Priority3,120762,827,4228476,10756102,340,2324618,3235612,4.8,4,4.8,4,0,0,4.8,4,0,0,0,0,0,0,0,0,LTC to Site,75,180,16.3,50,48,200,0,0,0,120,Battery,14.88157,106.176459
2022-09-30,BLK,BLK0148,BLK0148_VANGHIN,Viengthong,5,10,6090,5319075.696,13979167.73,Priority3,79604,2913,823765,7887685,3177,4495311,6091483,4.1,1,4.1,1,0,0,4.1,1,0,0,0,0,0,0,0,0,MC_VIENGTHONG to Site,4,30,7,30.1,48,200,0,0,0,10,Battery,18.5306,104.469
2022-04-30,KHM,KHM0189,KHM0189_PHONMEUANG,Boualapha,5,7,2148,11358433.18,13974449.57,Priority3,456111,,,,,,,33.6,8,14.7,7,18.9,2,33.4,7,0.1,1,0,0,0,0,0,0,MC Xaybuathong To Site,52,75,12,26,48,200,0,0,0,0,Battery no backup,17.31477,105.61689
2022-07-31,CHP,CHP0215,CHP0215_HOUAYGNANG,Xanasomboun,5,17,3949,9108133.9,13960740.95,Priority3,1844544,2220,2472651,7026582,1729,6635483,6934159,57.8,7,2.9,2,54.8,5,46.4,5,10.9,1,0.5,1,0,0,0,0,LTC to Site,35,60,17.6,52,48,200,0,0,0,60,Battery,15.2307,105.669
2022-08-31,ATP,ATP0082,ATP0082_BORKHAMNAMSOUAN,Phouvong,5,15,393,6186292.757,13959120.61,Priority3,1213918,331,5609108,13272062,62,577184,687059,43.1,5,24.4,3,18.7,2,20.8,3,22.3,2,0,0,0,0,0,0,LTC to Site,84,180,17,27,48,200,0,0,0,25,Battery,14.674324,107.33304
2022-12-31,CHP,CHP0215,CHP0215_HOUAYGNANG,Xanasomboun,5,14,4415,9289371.085,13954021.51,Priority3,286958,2597,2923174,7279407,1818,6366197,6674614,10.9,5,10.9,5,0,0,10.9,5,0,0,0,0,0,0,0,0,LTC to Site,35,60,17.6,52,48,200,0,0,0,60,Battery,15.2307,105.669
2022-11-30,XSB,XSB0053,XSB0053_NAMXANB,Thathom,5,3,849,7164726.823,13953707.51,Priority3,52326,563,2956071,9197265,286,4208655,4756442,9,5,9,5,0,0,9,5,0,0,0,0,0,0,0,0,MC THATHOM To Site,8,1830,0,30,0,0,0,0,0,0,No Battery,19.08674,103.619702
2022-11-30,CHP,CHP0215,CHP0215_HOUAYGNANG,Xanasomboun,5,14,4076,8825254.827,13951872.5,Priority3,0,2371,2932892,7629373,1705,5892362,6322500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,35,60,17.6,52,48,200,0,0,0,60,Battery,15.2307,105.669
2023-02-28,PSL,PSL0039,PSL0039_CHAKHAMDENG,Boun-Tai,5,9,718,10635465.71,13949634.07,Priority3,22834,360,3446527,6115146,358,7188939,7834488,1.2,2,1.2,2,0,0,1.2,2,0,0,0,0,0,0,0,0,LTC to Site,43,180,3,19,48,200,0,0,0,0,Battery no backup,21.340445,101.783282
2022-12-31,CHP,CHP0255,CHP0255_HUAYNA,Champasak,5,14,1365,9325410.65,13941525.33,Priority3,125549,576,2703547,6332259,789,6621863,7609266,4.8,2,4.8,2,0,0,4.8,2,0,0,0,0,0,0,0,0,LTC to Site,70,180,14.7,44,48,200,0,0,0,60,Battery,14.87644,105.63364
2022-09-30,KHM,KHM0065,KHM0065_PHALEAM,Thakhek,5,20,1059,9449980.734,13929495.79,Priority3,539768,690,5746543,10169877,369,3703438,3759619,14,6,6.7,4,7.3,2,14,6,0,0,0,0,0,0,0,0,LTC to Site,40,55,8,16,48,200,0,0,0,30,Battery,17.53193,104.85498
2022-07-31,CHP,CHP0209,CHP0209_NAKEO,Xanasomboun,5,12,4050,11034084.65,13922370.79,Priority3,241396,2142,2590126,5482073,1908,8443958,8440298,10.8,2,2.7,1,8.1,2,10.8,2,0,0,0,0,0,0,0,0,LTC to Site,25,60,13.7,47,48,100,0,0,0,120,Battery,15.271264,105.722754
2022-05-31,VTP,VTP0240,VTP0240_LONGMARKKHAY,Kasi,5,12,862,8037622.709,13920961.97,Priority3,858834,573,1982378,7675106,289,6055244,6245856,38.3,1,0,0,38.3,1,38.3,1,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,87,240,15,48,48,200,0,0,0,30,Battery,19.2888,102.4467
2022-07-31,PSL,PSL0004,PSL0004_OU7,Phongsali,5,15,942,7096515.87,13889804.97,Priority3,1773564,751,4086088,10659910,191,3010428,3229895,63.3,21,44.1,12,19.2,9,44.3,20,19.1,1,0,0,0,0,0,0,LTC to Site,123,300,5,22,48,200,0,0,9,0,Generator,22.07291,102.26033
2022-11-30,KHM,KHM0189,KHM0189_PHONMEUANG,Boualapha,5,7,1734,10698689.87,13863507.41,Priority3,169443,,,,,,,12.6,2,1.1,1,11.4,1,12.6,2,0,0,0,0,0,0,0,0,MC Xaybuathong To Site,52,75,12,26,48,200,0,0,0,0,Battery no backup,17.31477,105.61689
2022-10-31,BLK,BLK0148,BLK0148_VANGHIN,Viengthong,5,10,6867,4681272.377,13856553.89,Priority3,141545,3318,748817,8388345,3549,3932456,5468209,7.6,4,7.6,4,0,0,6.9,3,0.7,1,0,0,0,0,0,0,MC_VIENGTHONG to Site,4,30,7,30.1,48,200,0,0,0,10,Battery,18.5306,104.469
2022-09-30,VTP,VTP0274,VTP0274_NAMFEUANG,Met,5,8,572,7197746.027,13856356.19,Priority3,30792,439,3378505,9835172,133,3819241,4021184,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,125,300,10,45,48,200,0,0,0,120,Battery,18.9205,101.8941
2022-09-30,KHM,KHM0138,KHM0138_NAMDIK,Hinboun,5,26,771,8827218.405,13854385.51,Priority3,675401,500,8156005,13177572,271,671213,676814,13.5,9,9.7,7,3.7,3,12.1,6,1,2,0.4,1,0,0,0,0,LTC to Site,30,40,12,26,48,200,0,0,0,180,Battery,17.606632,104.69611
2023-03-31,XKG,XKG0051,XKG0051_PANONE,Karum,6,15,1026,6819670.286," 13,849,317 ",Priority3,980993,913,5821173,12705607,113,998497,1143710,35.1,14,35.1,13,0.1,1,17.3,8,17.8,6,0,0,0,0,0,0,LTC to Site,143,330,32,28,48,200,0,0,0,60,Battery,15.801673,107.140766
2023-01-31,KHM,KHM0186,KHM0186_BANMAI,Thakhek,5,15,2534,9457094.038,13833388.5,Priority3,241712,1322,2474650,6226408,1212,6982444,7606980,8.7,2,2.8,1,5.9,1,5.9,1,2.8,1,0,0,0,0,0,0,MC Xaybuathong To Site,30,45,14,28,48,200,0,0,0,0,Battery no backup,17.4564,104.963
2022-05-31,ATP,ATP0056,ATP0056_BORKHAMVANGTAD,Sanxai,5,9,6280,6314638.249,13830288.16,Priority3,358770,,,,,,,21.4,7,6.3,4,15.1,3,13.8,6,0,0,0,0,7.7,1,0,0,LTC to Site,19,70,21,57,48,200,0,0,0,20,Battery,14.7399,107.482
2022-04-30,VTP,VTP0240,VTP0240_LONGMARKKHAY,Kasi,5,12,986,8564461.086,13828227.78,Priority3,186297,636,1975877,7037612,350,6588585,6790616,8.1,2,1,1,7.1,1,8.1,2,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,87,240,15,48,48,200,0,0,0,30,Battery,19.2888,102.4467
2022-05-31,KHM,KHM0110,KHM0110_NABEUNG,Xebangfai,5,9,21934,6839361.165,13814177.77,Priority3,1869742,15371,2904480,9761776,6563,3934882,4052401,111.9,17,17.7,8,94.2,9,111.9,17,0,0,0,0,0,0,0,0,LTC to Site,35,48,10,18,48,200,0,0,0,360,Battery,17.23394,104.994
2023-03-31,VTP,VTP0274,VTP0274_NAMFEUANG,Met,5,8,789,7461660.584,13813580.98,Priority3,79837,582,3973536,10131136,207,3488125,3682445,5.4,3,5.4,3,0,0,5.4,3,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,125,300,10,45,48,200,0,0,0,120,Battery,18.9205,101.8941
2022-06-30,XKG,XKG0047,XKG0047_POWERHOUSE,Laman,5,6,868,5008196.194,13811209.36,Priority3,157294,785,4601940,13012823,83,406256,798386,13.7,7,3.5,4,10.2,3,13.7,7,0,0,0,0,0,0,0,0,LTC to Site,85,180,25,21,48,100,0,0,0,10,Battery,15.5664957,106.9825053
2022-12-31,PSL,PSL0042,PSL0042_MORJI_HUAYSAN,Boun-Tai,5,10,2514,8842748.342,13810648.84,Priority3,215327,1540,6076719,10509506,974,2766030,3301143,11.6,4,1.3,3,10.3,1,11.4,3,0.2,1,0,0,0,0,0,0,LTC to Site,19,60,4,18,48,200,0,0,0,60,Battery,21.30358,101.98354
2023-04-30,BLK,BLK0148,BLK0148_VANGHIN,Viengthong,5,8,7049,3708240.135,13799928.5,Priority3,124583,3248,484068,6913036,3801,3224172,6886892,8.1,2,8.1,2,0,0,8.1,2,0,0,0,0,0,0,0,0,MC_VIENGTHONG to Site,4,30,7,30.1,48,200,0,0,0,10,Battery,18.5306,104.469
2022-12-31,XKH,XKH0110,XKH0110_NAMNGEUAM4A,Phoukout,5,18,1327,5683062.626,13796480.01,Priority3,0,787,4470945,11874887,540,1212118,1921593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,45,90,12,51.6,48,200,0,0,0,360,Battery,19.449617,103.005801
2022-08-31,XSB,XSB0053,XSB0053_NAMXANB,Thathom,5,9,701,7079102.253,13760546.47,Priority3,371757,452,3272651,9480649,249,3806451,4279897,22.3,8,8.3,6,14,3,22.3,8,0,0,0,0,0,0,0,0,MC THATHOM To Site,8,1830,0,30,0,0,0,0,0,0,No Battery,19.08674,103.619702
2022-08-31,VTP,VTP0240,VTP0240_LONGMARKKHAY,Kasi,5,12,869,8730830.379,13759453.88,Priority3,258914,612,2133025,6958673,257,6597805,6800781,11.7,2,0.5,1,11.2,1,0.5,1,11.2,1,0,0,0,0,0,0,MC VANGVIENG To SITE,87,240,15,48,48,200,0,0,0,30,Battery,19.2888,102.4467
2022-05-31,XSB,XSB0041,XSB0041_XAMTHONG,Longcheng,5,13,1522,6762722.071,13758784.34,Priority3,314381,1020,2898604,9560236,502,3864118,4198548,13.1,5,9.1,4,4,1,5.9,4,7.2,1,0,0,0,0,0,0,LTC to Site,78,1220,0,30,0,0,0,0,5.5,40,Battery_Gen,19.1794,102.8912
2022-07-31,CHP,CHP0255,CHP0255_HUAYNA,Champasak,5,11,1396,9896839.897,13753539.28,Priority3,16637,543,2396713,5742048,853,7500127,8011491,0.8,2,0.6,1,0.2,1,0.8,2,0,0,0,0,0,0,0,0,LTC to Site,70,180,14.7,44,48,200,0,0,0,60,Battery,14.87644,105.63364
