Month,Province,Code_Site,Site_name,District,Issue,Part,Number_ofCell,Downtime_hour,Count_Down
2023-04-30,PSL,PSL0045,PSL0045_SAMPHANXAY,Samphan,AC POWER,Night,6,7.166666667,3
2023-04-30,PSL,PSL0046,PSL0046_SANE_IN,Boun-Tai,OPTIC,Day,12,5.666666667,2
2023-04-30,PSL,PSL0046,PSL0046_SANE_IN,Boun-Tai,OPTIC,Night,12,6.083333333,2
2023-04-30,PSL,PSL0046,PSL0046_SANE_IN,Boun-Tai,AC POWER,Day,12,9.25,6
2023-04-30,PSL,PSL0046,PSL0046_SANE_IN,Boun-Tai,AC POWER,Night,12,10.08333333,5
2023-04-30,PSL,PSL0047,PSL0047_XINGXAY,Boun-Nua,OPTIC,Day,12,1.5,1
2023-04-30,PSL,PSL0047,PSL0047_XINGXAY,Boun-Nua,OPTIC,Night,12,1.75,1
2023-04-30,PSL,PSL0047,PSL0047_XINGXAY,Boun-Nua,AC POWER,Day,12,14.75,5
2023-04-30,PSL,PSL0047,PSL0047_XINGXAY,Boun-Nua,AC POWER,Night,12,8.916666667,4
2023-04-30,PSL,PSL0048,PSL0048_BUAMPHANH,khoa,OPTIC,Day,9,1.777777778,1
2023-04-30,PSL,PSL0048,PSL0048_BUAMPHANH,khoa,AC POWER,Day,9,3.888888889,2
2023-04-30,PSL,PSL0048,PSL0048_BUAMPHANH,khoa,AC POWER,Night,9,1.222222222,1
2023-04-30,PSL,PSL0049,PSL0049_HARDXEUY,Khoa,OPTIC,Day,6,2.666666667,1
2023-04-30,PSL,PSL0049,PSL0049_HARDXEUY,Khoa,AC POWER,Day,6,5,3
2023-04-30,PSL,PSL0049,PSL0049_HARDXEUY,Khoa,AC POWER,Night,6,1.5,1
2023-04-30,PSL,PSL0050,PSL0050_LADXANG,Phongsali,OPTIC,Day,10,1.1,0
2023-04-30,PSL,PSL0050,PSL0050_LADXANG,Phongsali,OPTIC,Night,10,0.6,1
2023-04-30,PSL,PSL0050,PSL0050_LADXANG,Phongsali,AC POWER,Day,10,5.1,4
2023-04-30,PSL,PSL0050,PSL0050_LADXANG,Phongsali,AC POWER,Night,10,8.1,4
2023-04-30,PSL,PSL0051,PSL0051_M_KHUA,Khoa,OPTIC,Day,23,2.043478261,1
2023-04-30,PSL,PSL0051,PSL0051_M_KHUA,Khoa,OPTIC,Night,23,1.652173913,1
2023-04-30,PSL,PSL0051,PSL0051_M_KHUA,Khoa,AC POWER,Day,23,0.652173913,1
2023-04-30,PSL,PSL0052,PSL0052_M_KHUA2,Khoa,OPTIC,Day,6,2.666666667,1
2023-04-30,PSL,PSL0052,PSL0052_M_KHUA2,Khoa,OPTIC,Night,6,3.833333333,1
2023-04-30,PSL,PSL0052,PSL0052_M_KHUA2,Khoa,AC POWER,Day,6,1.833333333,2
2023-04-30,PSL,PSL0053,PSL0053_NAMOU_DAM4,Khoa,OPTIC,Day,13,3.384615385,2
2023-04-30,PSL,PSL0053,PSL0053_NAMOU_DAM4,Khoa,OPTIC,Night,13,6,0
2023-04-30,PSL,PSL0053,PSL0053_NAMOU_DAM4,Khoa,AC POWER,Day,13,1.076923077,1
2023-04-30,PSL,PSL0054,PSL0054_PAKNUMNOI,khoa,OPTIC,Day,17,1.294117647,0
2023-04-30,PSL,PSL0054,PSL0054_PAKNUMNOI,khoa,OPTIC,Night,17,0.235294118,0
2023-04-30,PSL,PSL0054,PSL0054_PAKNUMNOI,khoa,AC POWER,Day,17,3,1
2023-04-30,PSL,PSL0054,PSL0054_PAKNUMNOI,khoa,AC POWER,Night,17,0.941176471,0
2023-04-30,PSL,PSL0055,PSL0055_XOBKAI,Khoa,OPTIC,Day,8,2.125,1
2023-04-30,PSL,PSL0055,PSL0055_XOBKAI,Khoa,OPTIC,Night,8,0.25,0
2023-04-30,PSL,PSL0055,PSL0055_XOBKAI,Khoa,AC POWER,Day,8,3.75,3
2023-04-30,PSL,PSL0055,PSL0055_XOBKAI,Khoa,AC POWER,Night,8,6.5,3
2023-04-30,PSL,PSL0056,PSL0056_M_MAI,Mai,OPTIC,Day,17,4,3
2023-04-30,PSL,PSL0056,PSL0056_M_MAI,Mai,OPTIC,Night,17,10,2
2023-04-30,PSL,PSL0056,PSL0056_M_MAI,Mai,AC POWER,Day,17,4.176470588,1
2023-04-30,PSL,PSL0057,PSL0057_OMPHOULU,Mai,OPTIC,Day,6,1.333333333,1
2023-04-30,PSL,PSL0057,PSL0057_OMPHOULU,Mai,OPTIC,Night,6,4,1
2023-04-30,PSL,PSL0057,PSL0057_OMPHOULU,Mai,AC POWER,Day,6,1.5,1
2023-04-30,PSL,PSL0057,PSL0057_OMPHOULU,Mai,AC POWER,Night,6,7.166666667,1
2023-04-30,PSL,PSL0058,PSL0058_PANGHOUK,Mai,OPTIC,Day,15,3.066666667,2
2023-04-30,PSL,PSL0058,PSL0058_PANGHOUK,Mai,OPTIC,Night,15,8.533333333,1
2023-04-30,PSL,PSL0058,PSL0058_PANGHOUK,Mai,AC POWER,Day,15,2.266666667,2
2023-04-30,PSL,PSL0058,PSL0058_PANGHOUK,Mai,AC POWER,Night,15,2.533333333,1
2023-04-30,PSL,PSL0059,PSL0059_PHAYARKHAR,Mai,OPTIC,Day,11,2,1
2023-04-30,PSL,PSL0059,PSL0059_PHAYARKHAR,Mai,OPTIC,Night,11,0.272727273,0
2023-04-30,PSL,PSL0059,PSL0059_PHAYARKHAR,Mai,AC POWER,Day,11,1.454545455,1
2023-04-30,PSL,PSL0059,PSL0059_PHAYARKHAR,Mai,AC POWER,Night,11,0.636363636,0
2023-04-30,PSL,PSL0060,PSL0060_SOPHOUN,Mai,OPTIC,Day,12,4.916666667,2
2023-04-30,PSL,PSL0060,PSL0060_SOPHOUN,Mai,OPTIC,Night,12,9.666666667,2
2023-04-30,PSL,PSL0060,PSL0060_SOPHOUN,Mai,AC POWER,Day,12,3.75,1
2023-04-30,PSL,PSL0060,PSL0060_SOPHOUN,Mai,AC POWER,Night,12,0.75,1
2023-04-30,PSL,PSL0061,PSL0061_M_SAMPHANH,Samphan,OPTIC,Day,18,1.222222222,1
2023-04-30,PSL,PSL0061,PSL0061_M_SAMPHANH,Samphan,OPTIC,Night,18,0.444444444,0
2023-04-30,PSL,PSL0061,PSL0061_M_SAMPHANH,Samphan,AC POWER,Day,18,5.166666667,3
2023-04-30,PSL,PSL0061,PSL0061_M_SAMPHANH,Samphan,AC POWER,Night,18,1,1
2023-04-30,PSL,PSL0062,PSL0062_NAMLI,Samphan,OPTIC,Day,9,1.777777778,1
2023-04-30,PSL,PSL0062,PSL0062_NAMLI,Samphan,AC POWER,Day,9,4.777777778,5
2023-04-30,PSL,PSL0062,PSL0062_NAMLI,Samphan,AC POWER,Night,9,6.777777778,4
2023-04-30,PSL,PSL0063,PSL0063_NAMOU5,Samphan,OPTIC,Day,8,1.5,1
2023-04-30,PSL,PSL0063,PSL0063_NAMOU5,Samphan,AC POWER,Day,8,4.25,2
2023-04-30,PSL,PSL0063,PSL0063_NAMOU5,Samphan,AC POWER,Night,8,8.375,2
2023-04-30,PSL,PSL0064,PSL0064_PHOUXANG,Samphan,OPTIC,Day,6,1.333333333,1
2023-04-30,PSL,PSL0064,PSL0064_PHOUXANG,Samphan,OTHER,Night,6,28,1
2023-04-30,PSL,PSL0064,PSL0064_PHOUXANG,Samphan,AC POWER,Day,6,40.5,6
2023-04-30,PSL,PSL0064,PSL0064_PHOUXANG,Samphan,AC POWER,Night,6,16.66666667,5
2023-04-30,PSL,PSL0065,PSL0065_SOMBOUN,Samphan,OPTIC,Day,6,1.833333333,1
2023-04-30,PSL,PSL0065,PSL0065_SOMBOUN,Samphan,AC POWER,Day,6,1.333333333,1
2023-04-30,PSL,PSL0065,PSL0065_SOMBOUN,Samphan,AC POWER,Night,6,0.666666667,1
2023-04-30,PSL,PSL0066,PSL0066_HONGVAKAN_PROVINCE,Boun-Nua,OPTIC,Day,6,2.666666667,1
2023-04-30,PSL,PSL0066,PSL0066_HONGVAKAN_PROVINCE,Boun-Nua,AC POWER,Night,6,6.833333333,1
2023-04-30,PSL,PSL0066,PSL0066_HONGVAKAN_PROVINCE,Boun-Nua,RECTIFIER,Night,6,5.833333333,1
2023-04-30,PSL,PSL0067,PSL0067_NAPOC,Boun-Nua,OPTIC,Day,6,2.666666667,1
2023-04-30,PSL,PSL0067,PSL0067_NAPOC,Boun-Nua,AC POWER,Night,6,6.833333333,1
2023-04-30,PSL,PSL0067,PSL0067_NAPOC,Boun-Nua,RECTIFIER,Night,6,6.166666667,1
2023-04-30,PSL,PSL0068,PSL0068_PHONXAI,Boun-Nua,OPTIC,Day,3,2.666666667,1
2023-04-30,PSL,PSL0068,PSL0068_PHONXAI,Boun-Nua,AC POWER,Night,3,7,1
2023-04-30,PSL,PSL0068,PSL0068_PHONXAI,Boun-Nua,RECTIFIER,Night,3,5.666666667,1
2023-04-30,PSL,PSL0069,PSL0069_BOUNSUNG,Boun-Nua,OPTIC,Day,6,1.333333333,1
2023-04-30,PSL,PSL0069,PSL0069_BOUNSUNG,Boun-Nua,AC POWER,Day,6,18.16666667,6
2023-04-30,PSL,PSL0069,PSL0069_BOUNSUNG,Boun-Nua,AC POWER,Night,6,7.666666667,5
2023-04-30,SLV,SLV0005,SLV0005_NADONKHUANG,Saravan,AC POWER,Day,9,12.33333333,4
2023-04-30,SLV,SLV0007,SLV0007_NAKOK,Saravan,AC POWER,Day,14,0.428571429,1
2023-04-30,SLV,SLV0007,SLV0007_NAKOK,Saravan,AC POWER,Night,14,1.785714286,1
2023-04-30,SLV,SLV0009,SLV0009_NAXAINOI,Saravan,AC POWER,Day,8,0.25,1
2023-04-30,SLV,SLV0012,SLV0012_PHONBOK,Saravan,AC POWER,Day,9,0.222222222,1
2023-04-30,SLV,SLV0012,SLV0012_PHONBOK,Saravan,AC POWER,Night,9,3.333333333,1
2023-04-30,SLV,SLV0014,SLV0014_PHONEPHAI,Saravan,EQUIPMENT,Night,3,11.33333333,1
2023-04-30,SLV,SLV0014,SLV0014_PHONEPHAI,Saravan,AC POWER,Night,3,6,1
2023-04-30,SLV,SLV0016,SLV0016_THONGKHAM,Saravan,AC POWER,Day,12,4.083333333,2
2023-04-30,SLV,SLV0017,SLV0017_SAMUAY,Samouay,OPTIC,Day,12,0.25,0
2023-04-30,SLV,SLV0017,SLV0017_SAMUAY,Samouay,OPTIC,Night,12,7.666666667,1
2023-04-30,SLV,SLV0017,SLV0017_SAMUAY,Samouay,AC POWER,Day,12,3.25,1
2023-04-30,SLV,SLV0017,SLV0017_SAMUAY,Samouay,AC POWER,Night,12,4.75,1
2023-04-30,SLV,SLV0018,SLV0018_BENGOUDOM,Saravan,AC POWER,Day,7,0.142857143,1
2023-04-30,SLV,SLV0019,SLV0019_BEUNGKHAM,Saravan,AC POWER,Day,13,10.61538462,4
2023-04-30,SLV,SLV0020,SLV0020_BEUNGXAI,Saravan,AC POWER,Day,13,6.384615385,2
2023-04-30,SLV,SLV0021,SLV0021_DANEYAI,Saravan,AC POWER,Day,7,6.714285714,1
2023-04-30,SLV,SLV0022,SLV0022_KASA2,Saravan,AC POWER,Night,9,0.555555556,1
2023-04-30,SLV,SLV0023,SLV0023_KHAMTHONG1,Saravan,AC POWER,Day,7,1,1
2023-04-30,SLV,SLV0024,SLV0024_KHASA,Saravan,AC POWER,Day,3,1,1
2023-04-30,SLV,SLV0026,SLV0026_NONGCHUA,Laongam,AC POWER,Day,12,5.333333333,1
2023-04-30,SLV,SLV0027,SLV0027_NONGKAIR,Laongam,EQUIPMENT,Night,13,2.846153846,0
2023-04-30,SLV,SLV0027,SLV0027_NONGKAIR,Laongam,AC POWER,Day,13,9.307692308,5
2023-04-30,SLV,SLV0027,SLV0027_NONGKAIR,Laongam,AC POWER,Night,13,7.769230769,1
2023-04-30,SLV,SLV0028,SLV0028_NONGLAO,Laongam,AC POWER,Day,3,2.666666667,1
2023-04-30,SLV,SLV0028,SLV0028_NONGLAO,Laongam,AC POWER,Night,3,7.666666667,1
2023-04-30,SLV,SLV0029,SLV0029_NONGSENG,Lakhonpheng,AC POWER,Day,12,0.833333333,1
2023-04-30,SLV,SLV0030,SLV0030_ONNOY,Laongam,OPTIC,Day,15,0.2,0
2023-04-30,SLV,SLV0030,SLV0030_ONNOY,Laongam,AC POWER,Day,15,10.2,4
2023-04-30,SLV,SLV0030,SLV0030_ONNOY,Laongam,AC POWER,Night,15,8.666666667,1
2023-04-30,SLV,SLV0031,SLV0031_PAKTHOR,Laongam,AC POWER,Day,10,10.3,4
2023-04-30,SLV,SLV0031,SLV0031_PAKTHOR,Laongam,AC POWER,Night,10,2.9,2
2023-04-30,SLV,SLV0032,SLV0032_PROKHEM,Laongam,AC POWER,Day,12,2,3
2023-04-30,SLV,SLV0032,SLV0032_PROKHEM,Laongam,AC POWER,Night,12,6.083333333,2
2023-04-30,SLV,SLV0033,SLV0033_VANGPEUAY,Laongam,EQUIPMENT,Day,8,1.625,1
2023-04-30,SLV,SLV0033,SLV0033_VANGPEUAY,Laongam,AC POWER,Day,8,1.375,1
2023-04-30,SLV,SLV0034,SLV0034_XESET,Laongam,AC POWER,Day,5,0.2,1
2023-04-30,SLV,SLV0035,SLV0035_DAXEAR,Laongam,AC POWER,Day,15,2.2,3
2023-04-30,SLV,SLV0035,SLV0035_DAXEAR,Laongam,AC POWER,Night,15,2.466666667,1
2023-04-30,SLV,SLV0036,SLV0036_DONGBANG,Laongam,AC POWER,Day,16,9.5,5
2023-04-30,SLV,SLV0036,SLV0036_DONGBANG,Laongam,AC POWER,Night,16,3.0625,2
2023-04-30,SLV,SLV0037,SLV0037_DONGYAI,Laongam,AC POWER,Day,8,5,4
2023-04-30,SLV,SLV0038,SLV0038_HORKHONG,Laongam,AC POWER,Day,11,7.636363636,5
2023-04-30,SLV,SLV0038,SLV0038_HORKHONG,Laongam,AC POWER,Night,11,10.63636364,2
2023-04-30,SLV,SLV0039,SLV0039_HOUYSENG,Laongam,OTHER,Day,13,0.769230769,0
2023-04-30,SLV,SLV0039,SLV0039_HOUYSENG,Laongam,AC POWER,Day,13,32.61538462,7
2023-04-30,SLV,SLV0039,SLV0039_HOUYSENG,Laongam,AC POWER,Night,13,8.307692308,2
2023-04-30,SLV,SLV0040,SLV0040_LAONGAM,Laongam,AC POWER,Day,3,3,2
2023-04-30,SLV,SLV0040,SLV0040_LAONGAM,Laongam,AC POWER,Night,3,7.666666667,1
2023-04-30,SLV,SLV0041,SLV0041_DONYAI,Khongxedon,AC POWER,Night,14,13.78571429,2
2023-04-30,SLV,SLV0041,SLV0041_DONYAI,Khongxedon,RECTIFIER,Day,14,0.285714286,0
2023-04-30,SLV,SLV0042,SLV0042_HOUAYXAO,Khongxedon,AC POWER,Day,3,0.666666667,2
2023-04-30,SLV,SLV0042,SLV0042_HOUAYXAO,Khongxedon,AC POWER,Night,3,17.33333333,1
2023-04-30,SLV,SLV0044,SLV0044_KHAMTUE,Khongxedon,AC POWER,Day,4,0.5,2
2023-04-30,SLV,SLV0047,SLV0047_KHOUMKHAM,Khongxedon,AC POWER,Night,12,19,3
2023-04-30,SLV,SLV0048,SLV0048_KHOUMTHA2,Khongxedon,AC POWER,Day,19,0.842105263,2
2023-04-30,SLV,SLV0048,SLV0048_KHOUMTHA2,Khongxedon,AC POWER,Night,19,0.052631579,0
2023-04-30,SLV,SLV0049,SLV0049_KHOUMTHA,Khongxedon,AC POWER,Day,3,1.333333333,2
2023-04-30,SLV,SLV0049,SLV0049_KHOUMTHA,Khongxedon,AC POWER,Night,3,0.333333333,1
2023-04-30,SLV,SLV0050,SLV0050_KHOUNKEO,Khongxedon,AC POWER,Day,9,7.111111111,3
2023-04-30,SLV,SLV0050,SLV0050_KHOUNKEO,Khongxedon,AC POWER,Night,9,0.111111111,1
2023-04-30,SLV,SLV0051,SLV0051_KM11,Khongxedon,AC POWER,Day,4,0.25,1
2023-04-30,SLV,SLV0051,SLV0051_KM11,Khongxedon,AC POWER,Night,4,0.25,1
2023-04-30,SLV,SLV0052,SLV0052_KOUTHIN,Khongxedon,AC POWER,Day,6,0.666666667,2
2023-04-30,SLV,SLV0053,SLV0053_NAHUAD,Khongxedon,OTHER,Night,9,0.222222222,0
2023-04-30,SLV,SLV0053,SLV0053_NAHUAD,Khongxedon,AC POWER,Day,9,1.666666667,3
2023-04-30,SLV,SLV0053,SLV0053_NAHUAD,Khongxedon,AC POWER,Night,9,11.22222222,2
2023-04-30,SLV,SLV0054,SLV0054_NANGLAO,Khongxedon,AC POWER,Day,8,14.625,1
2023-04-30,SLV,SLV0054,SLV0054_NANGLAO,Khongxedon,AC POWER,Night,8,2.25,1
2023-04-30,SLV,SLV0055,SLV0055_NANONG,Khongxedon,AC POWER,Day,9,0.666666667,2
2023-04-30,SLV,SLV0056,SLV0056_MUANTHEA,Laongam,OPTIC,Day,9,0.111111111,1
2023-04-30,SLV,SLV0056,SLV0056_MUANTHEA,Laongam,AC POWER,Day,9,2.333333333,3
2023-04-30,SLV,SLV0056,SLV0056_MUANTHEA,Laongam,AC POWER,Night,9,3.222222222,3
2023-04-30,SLV,SLV0058,SLV0058_NONGKHOULOU,Khongxedon,AC POWER,Day,9,2.444444444,2
2023-04-30,SLV,SLV0059,SLV0059_BENGDAN,Lakhonpheng,AC POWER,Day,3,5.666666667,1
2023-04-30,SLV,SLV0059,SLV0059_BENGDAN,Lakhonpheng,AC POWER,Night,3,1.333333333,2
2023-04-30,SLV,SLV0063,SLV0063_NAVIEN,Lakhonpheng,AC POWER,Day,9,0.444444444,1
2023-04-30,SLV,SLV0063,SLV0063_NAVIEN,Lakhonpheng,AC POWER,Night,9,0.444444444,0
2023-04-30,SLV,SLV0064,SLV0064_NONGSANO,Lakhonpheng,AC POWER,Day,7,3.714285714,2
2023-04-30,SLV,SLV0064,SLV0064_NONGSANO,Lakhonpheng,AC POWER,Night,7,1.285714286,1
2023-04-30,SLV,SLV0066,SLV0066_PHAILOM,Vapi,AC POWER,Day,16,5.375,1
2023-04-30,SLV,SLV0067,SLV0067_THAMPHUANG,Lakhonpheng,AC POWER,Night,3,0.333333333,1
2023-04-30,SLV,SLV0068,SLV0068_BANTHA,Lakhonpheng,AC POWER,Day,12,2.75,1
2023-04-30,SLV,SLV0068,SLV0068_BANTHA,Lakhonpheng,AC POWER,Night,12,0.083333333,0
2023-04-30,SLV,SLV0070,SLV0070_KHONSAIY,Vapi,AC POWER,Night,10,4.8,1
2023-04-30,SLV,SLV0071,SLV0071_SAPHAT,Vapi,AC POWER,Day,4,10,2
2023-04-30,SLV,SLV0072,SLV0072_SOUTHI,Vapi,AC POWER,Day,12,12,4
2023-04-30,SLV,SLV0073,SLV0073_THONGKIEN,Vapi,AC POWER,Day,13,7.153846154,4
2023-04-30,SLV,SLV0073,SLV0073_THONGKIEN,Vapi,AC POWER,Night,13,7.153846154,1
2023-04-30,SLV,SLV0074,SLV0074_VAPI2,Vapi,AC POWER,Day,8,10.25,2
2023-04-30,SLV,SLV0075,SLV0075_VAPIKAO,Vapi,AC POWER,Day,14,6.357142857,2
2023-04-30,SLV,SLV0075,SLV0075_VAPIKAO,Vapi,AC POWER,Night,14,0.142857143,1
2023-04-30,SLV,SLV0077,SLV0077_TAOI,Ta-Oy,OPTIC,Day,12,0.25,0
2023-04-30,SLV,SLV0077,SLV0077_TAOI,Ta-Oy,OPTIC,Night,12,7.666666667,1
2023-04-30,SLV,SLV0077,SLV0077_TAOI,Ta-Oy,AC POWER,Night,12,4.75,1
2023-04-30,SLV,SLV0078,SLV0078_TOMLANCE,Toumlan,OPTIC,Day,13,0.230769231,0
2023-04-30,SLV,SLV0078,SLV0078_TOMLANCE,Toumlan,AC POWER,Night,13,4.769230769,1
2023-04-30,SLV,SLV0081,SLV0081_NAPONG_OLD,Khongxedon,AC POWER,Day,3,14.33333333,1
2023-04-30,SLV,SLV0081,SLV0081_NAPONG_OLD,Khongxedon,AC POWER,Night,3,2.333333333,1
2023-04-30,SLV,SLV0083,SLV0083_NONGBOUAYAI,Saravan,AC POWER,Night,3,2.666666667,1
2023-04-30,SLV,SLV0084,SLV0084_NONGBOUA,Vapi,AC POWER,Day,9,8.444444444,3
2023-04-30,SLV,SLV0084,SLV0084_NONGBOUA,Vapi,AC POWER,Night,9,10.11111111,1
2023-04-30,SLV,SLV0085,SLV0085_PHUKKHAYAI,Saravan,AC POWER,Day,9,0.888888889,1
2023-04-30,SLV,SLV0086,SLV0086_KEDPHERNG,Laongam,AC POWER,Day,9,9.666666667,5
2023-04-30,SLV,SLV0086,SLV0086_KEDPHERNG,Laongam,AC POWER,Night,9,3,2
2023-04-30,SLV,SLV0090,SLV0090_SAPON,Saravan,AC POWER,Day,9,1.222222222,1
2023-04-30,SLV,SLV0091,SLV0091_PHONEHIN,Laongam,AC POWER,Day,6,3.5,6
2023-04-30,SLV,SLV0091,SLV0091_PHONEHIN,Laongam,AC POWER,Night,6,6.666666667,3
2023-04-30,SLV,SLV0092,SLV0092_NONGBOUHIN,Saravan,AC POWER,Day,9,10.22222222,3
2023-04-30,SVN,SVN0001,SVN0001_LTCNEW,Kaisone,AC POWER,Night,19,11.68421053,1
2023-04-30,SVN,SVN0002,SVN0002_LTCOLD,Kaisone,AC POWER,Night,18,2,1
2023-04-30,SVN,SVN0003,SVN0003_AIRPORT,Kaisone,AC POWER,Day,15,2,2
2023-04-30,SVN,SVN0003,SVN0003_AIRPORT,Kaisone,AC POWER,Night,15,2,1
2023-04-30,SVN,SVN0004,SVN0004_AIYAKAN,Kaisone,AC POWER,Night,14,2,1
2023-04-30,SVN,SVN0005,SVN0005_AMAZON_CENTER,Kaisone,AC POWER,Night,9,2,1
2023-04-30,SVN,SVN0007,SVN0007_BEUNGWA,Kaisone,AC POWER,Day,15,0.733333333,1
2023-04-30,SVN,SVN0007,SVN0007_BEUNGWA,Kaisone,AC POWER,Night,15,1.066666667,1
2023-04-30,SVN,SVN0008,SVN0008_BL_STADUIM,Kaisone,AC POWER,Day,9,6.333333333,1
2023-04-30,SVN,SVN0009,SVN0009_DAINOSAO,Kaisone,AC POWER,Day,12,0.416666667,1
2023-04-30,SVN,SVN0009,SVN0009_DAINOSAO,Kaisone,AC POWER,Night,12,2,1
2023-04-30,SVN,SVN0010,SVN0010_PHOXAINOIY,Kaisone,AC POWER,Night,14,3.214285714,2
2023-04-30,SVN,SVN0011,SVN0011_DONGDAMDUAN,Kaisone,AC POWER,Day,18,1.055555556,1
2023-04-30,SVN,SVN0011,SVN0011_DONGDAMDUAN,Kaisone,AC POWER,Night,18,2,1
2023-04-30,SVN,SVN0013,SVN0013_DONGMARKYANG,Kaisone,AC POWER,Day,3,1,2
2023-04-30,SVN,SVN0014,SVN0014_DONHOR,Kaisone,AC POWER,Night,10,2,1
2023-04-30,SVN,SVN0015,SVN0015_DONSENG,Kaisone,AC POWER,Day,3,50.33333333,1
2023-04-30,SVN,SVN0017,SVN0017_FRIENDSHIP_BRIDGE,Kaisone,AC POWER,Day,10,0.4,1
2023-04-30,SVN,SVN0017,SVN0017_FRIENDSHIP_BRIDGE,Kaisone,AC POWER,Night,10,2,1
2023-04-30,SVN,SVN0018,SVN0018_GOFT_GARDEN,Kaisone,AC POWER,Day,12,2.166666667,2
2023-04-30,SVN,SVN0019,SVN0019_HOSPITAL_SC,Kaisone,AC POWER,Night,11,2,1
2023-04-30,SVN,SVN0020,SVN0020_HOSTPITAL_ARMY,Kaisone,AC POWER,Day,15,2.533333333,1
2023-04-30,SVN,SVN0021,SVN0021_HUAMEUANGNUEA,Kaisone,AC POWER,Night,15,2,1
2023-04-30,SVN,SVN0022,SVN0022_HUAMEUANGTAI,Kaisone,AC POWER,Night,18,4.055555556,1
2023-04-30,SVN,SVN0024,SVN0024_KM11,Kaisone,AC POWER,Day,6,1,1
2023-04-30,SVN,SVN0027,SVN0027_KM2_MK,Kaisone,AC POWER,Night,20,2,1
2023-04-30,SVN,SVN0028,SVN0028_KM4_STADIUM,Kaisone,AC POWER,Day,6,16.66666667,1
2023-04-30,SVN,SVN0028,SVN0028_KM4_STADIUM,Kaisone,AC POWER,Night,6,1.833333333,1
2023-04-30,SVN,SVN0029,SVN0029_KM7_OUDOMVILAI,Kaisone,AC POWER,Day,19,0,0
2023-04-30,SVN,SVN0029,SVN0029_KM7_OUDOMVILAI,Kaisone,AC POWER,Night,19,2.894736842,1
2023-04-30,SVN,SVN0030,SVN0030_KM7_SHANGKHOU,Kaisone,AC POWER,Day,21,0.095238095,1
2023-04-30,SVN,SVN0030,SVN0030_KM7_SHANGKHOU,Kaisone,AC POWER,Night,21,2.952380952,1
2023-04-30,SVN,SVN0033,SVN0033_KM8_OUDOMVILAI,Kaisone,AC POWER,Day,15,0,0
2023-04-30,SVN,SVN0033,SVN0033_KM8_OUDOMVILAI,Kaisone,AC POWER,Night,15,2.933333333,1
2023-04-30,SVN,SVN0035,SVN0035_LARDSAVONGXAI,Kaisone,AC POWER,Day,14,3.785714286,2
2023-04-30,SVN,SVN0035,SVN0035_LARDSAVONGXAI,Kaisone,AC POWER,Night,14,2,1
2023-04-30,SVN,SVN0036,SVN0036_LATTANALANGSINEUA,Kaisone,AC POWER,Day,17,0.411764706,1
2023-04-30,SVN,SVN0036,SVN0036_LATTANALANGSINEUA,Kaisone,AC POWER,Night,17,0.882352941,1
2023-04-30,SVN,SVN0037,SVN0037_LAWYER_SC,Kaisone,AC POWER,Day,11,13.81818182,4
2023-04-30,SVN,SVN0037,SVN0037_LAWYER_SC,Kaisone,AC POWER,Night,11,11,2
2023-04-30,SVN,SVN0038,SVN0038_MORKHOR_SC,Kaisone,AC POWER,Day,12,2.25,2
2023-04-30,SVN,SVN0039,SVN0039_NAKAE,Kaisone,AC POWER,Day,24,0.166666667,0
2023-04-30,SVN,SVN0039,SVN0039_NAKAE,Kaisone,AC POWER,Night,24,2,1
2023-04-30,SVN,SVN0041,SVN0041_NALAO,Kaisone,AC POWER,Day,16,0.375,1
2023-04-30,SVN,SVN0041,SVN0041_NALAO,Kaisone,AC POWER,Night,16,2,1
2023-04-30,SVN,SVN0042,SVN0042_NATEIY,Kaisone,AC POWER,Day,12,1.5,1
2023-04-30,SVN,SVN0043,SVN0043_NATHAD,Outhoumphon,AC POWER,Day,17,1.352941176,1
2023-04-30,SVN,SVN0044,SVN0044_NAXENG,Kaisone,AC POWER,Day,13,14.46153846,4
2023-04-30,SVN,SVN0044,SVN0044_NAXENG,Kaisone,AC POWER,Night,13,10.92307692,2
2023-04-30,SVN,SVN0045,SVN0045_NONGDEUN,Kaisone,AC POWER,Day,26,7.923076923,1
2023-04-30,SVN,SVN0045,SVN0045_NONGDEUN,Kaisone,AC POWER,Night,26,2,1
2023-04-30,SVN,SVN0046,SVN0046_NONGDEUN_ASPHONE,Atsaphon,AC POWER,Day,9,6.333333333,2
2023-04-30,SVN,SVN0047,SVN0047_NONGKHOM,Kaisone,AC POWER,Day,16,1.4375,2
2023-04-30,SVN,SVN0048,SVN0048_NONGPHUE,Kaisone,AC POWER,Day,9,0.666666667,3
2023-04-30,SVN,SVN0048,SVN0048_NONGPHUE,Kaisone,AC POWER,Night,9,2.888888889,1
2023-04-30,SVN,SVN0049,SVN0049_NONGSA,Kaisone,AC POWER,Day,9,0.666666667,1
2023-04-30,SVN,SVN0049,SVN0049_NONGSA,Kaisone,AC POWER,Night,9,2,1
2023-04-30,SVN,SVN0051,SVN0051_NONSAVARD,Kaisone,AC POWER,Day,16,3.1875,1
2023-04-30,SVN,SVN0052,SVN0052_NONSAVARD1,Kaisone,AC POWER,Day,9,1.777777778,1
2023-04-30,SVN,SVN0053,SVN0053_PARKBOR,Kaisone,AC POWER,Day,15,1.8,2
